Date,ProductID,Zip,Units,Revenue,Cost,Currency
2021-06-18,1008,550000,40,6041489,4833191,VND
2021-09-26,1009,100000,41,6498357,5198685,VND
2021-01-01,1008,100000,24,3633229,2906583,VND
2021-10-15,1007,100000,32,5033926,4027140,VND
2021-07-08,1010,700000,33,5114104,4091283,VND
2021-12-21,1009,700000,27,4085448,3268358,VND
2021-06-02,1008,700000,36,5469554,4375643,VND
2021-02-25,1006,700000,33,5249240,4199392,VND
2021-12-13,1010,550000,32,5111772,4089417,VND
2021-12-01,1003,700000,34,5290608,4232486,VND
2021-10-25,1003,700000,32,4957480,3965984,VND
2021-08-19,1008,100000,44,6593464,5274771,VND
2021-06-04,1003,550000,36,5773309,4618647,VND
2021-12-17,1007,100000,43,6685754,5348603,VND
2021-02-05,1001,700000,37,5810873,4648698,VND
2021-06-27,1005,700000,33,5047910,4038328,VND
2021-01-20,1003,100000,48,7088371,5670696,VND
2021-11-28,1005,550000,58,8607556,6886044,VND
2021-07-24,1005,100000,44,7079287,5663429,VND
2021-07-15,1003,700000,40,6028075,4822460,VND
2021-12-12,1004,700000,46,7119780,5695824,VND
2021-06-07,1008,100000,30,4830071,3864056,VND
2021-06-22,1002,700000,41,6102025,4881620,VND
2021-09-27,1010,100000,36,5671218,4536974,VND
2021-12-06,1010,100000,35,5121804,4097443,VND
2021-12-05,1002,550000,38,5602388,4481910,VND
2021-06-04,1005,100000,41,6374063,5099250,VND
2021-09-26,1005,100000,39,5994521,4795616,VND
2021-02-01,1006,100000,44,6979313,5583450,VND
2021-10-19,1003,550000,33,5144205,4115364,VND
2021-10-23,1006,550000,31,4887240,3909792,VND
2021-11-25,1007,700000,39,6190538,4952430,VND
2021-05-07,1002,700000,39,5702733,4562186,VND
2021-07-05,1005,550000,29,4669769,3735815,VND
2021-11-13,1009,550000,41,6019171,4815336,VND
2021-08-05,1010,100000,37,5715610,4572488,VND
2021-04-05,1001,100000,45,6829472,5463577,VND
2021-10-16,1007,550000,40,6122197,4897757,VND
2021-06-27,1007,100000,39,6001801,4801440,VND
2021-09-14,1001,700000,36,5499521,4399616,VND
2021-12-21,1004,700000,36,5329225,4263380,VND
2021-07-01,1002,100000,37,5775616,4620492,VND
2021-07-22,1010,100000,40,6063145,4850516,VND
2021-10-10,1001,100000,51,7926576,6341260,VND
2021-08-22,1006,100000,38,5940136,4752108,VND
2021-06-16,1001,700000,32,4942794,3954235,VND
2021-09-08,1008,100000,43,6761055,5408844,VND
2021-11-16,1006,100000,38,5980395,4784316,VND
2021-05-18,1003,550000,39,6231414,4985131,VND
2021-06-05,1004,100000,40,6205922,4964737,VND
2021-02-11,1001,550000,36,5791259,4633007,VND
2021-12-23,1002,550000,40,6259420,5007536,VND
2021-03-11,1007,700000,36,5351710,4281368,VND
2021-08-01,1001,550000,44,6703205,5362564,VND
2021-11-10,1001,700000,52,8225009,6580007,VND
2021-07-14,1008,550000,53,8101190,6480952,VND
2021-06-15,1009,100000,50,7878679,6302943,VND
2021-12-28,1002,100000,43,6496021,5196816,VND
2021-12-17,1009,100000,47,7032913,5626330,VND
2021-10-19,1009,550000,43,6596000,5276800,VND
2021-11-09,1008,550000,40,6186047,4948837,VND
2021-07-07,1001,100000,41,6190235,4952188,VND
2021-02-13,1001,700000,35,5426915,4341532,VND
2021-08-28,1001,700000,56,8555313,6844250,VND
2021-08-19,1010,700000,28,4442325,3553860,VND
2021-08-25,1002,550000,41,6154437,4923549,VND
2021-09-28,1007,550000,34,5206951,4165560,VND
2021-06-13,1002,100000,38,5581019,4464815,VND
2021-11-05,1001,100000,34,5196538,4157230,VND
2021-01-03,1004,100000,39,5719471,4575576,VND
2021-06-26,1002,550000,49,7468482,5974785,VND
2021-12-22,1008,700000,36,5731025,4584820,VND
2021-01-01,1002,100000,45,7096766,5677412,VND
2021-09-11,1002,550000,39,6290230,5032184,VND
2021-11-17,1009,700000,40,6341658,5073326,VND
2021-09-18,1007,100000,41,6401137,5120909,VND
2021-11-01,1002,700000,39,6072958,4858366,VND
2021-12-04,1009,550000,32,5064339,4051471,VND
2021-09-16,1004,550000,33,4871872,3897497,VND
2021-12-05,1007,100000,42,6412184,5129747,VND
2021-01-08,1007,100000,35,5606854,4485483,VND
2021-06-12,1007,100000,35,5376123,4300898,VND
2021-06-23,1004,100000,42,6430651,5144520,VND
2021-05-07,1003,100000,38,5693845,4555076,VND
2021-07-24,1005,100000,46,7266791,5813432,VND
2021-09-15,1008,700000,36,5292537,4234029,VND
2021-10-24,1010,700000,42,6612522,5290017,VND
2021-12-18,1007,100000,29,4322726,3458180,VND
2021-10-07,1008,700000,38,5920238,4736190,VND
2021-12-24,1009,700000,36,5577785,4462228,VND
2021-06-17,1009,700000,29,4304455,3443564,VND
2021-11-16,1004,550000,37,5918187,4734549,VND
2021-09-07,1001,100000,53,8175644,6540515,VND
2021-12-25,1005,550000,36,5444315,4355452,VND
2021-05-27,1002,100000,37,5540514,4432411,VND
2021-09-14,1010,700000,27,4132489,3305991,VND
2021-07-10,1003,100000,40,6176573,4941258,VND
2021-10-22,1009,550000,38,6000870,4800696,VND
2021-09-28,1005,700000,40,6408302,5126641,VND
2021-10-23,1008,100000,48,7127570,5702056,VND
2021-03-11,1002,100000,32,4885303,3908242,VND
2021-06-20,1010,100000,42,6639094,5311275,VND
2021-11-25,1001,100000,39,5974036,4779228,VND
2021-04-10,1003,100000,41,6093755,4875004,VND
2021-11-02,1003,700000,38,5617376,4493900,VND
2021-12-02,1010,700000,41,6191503,4953202,VND
2021-08-07,1007,550000,36,5509086,4407268,VND
2021-04-08,1004,700000,44,7047731,5638184,VND
2021-09-22,1009,100000,38,5695608,4556486,VND
2021-12-11,1009,700000,39,5744368,4595494,VND
2021-12-24,1002,700000,21,3388776,2711020,VND
2021-06-02,1001,550000,34,5365823,4292658,VND
2021-05-22,1009,100000,31,4561136,3648908,VND
2021-10-22,1007,700000,38,5756774,4605419,VND
2021-11-22,1007,100000,37,5907218,4725774,VND
2021-10-11,1009,550000,38,5779273,4623418,VND
2021-12-05,1007,700000,35,5382532,4306025,VND
2021-09-04,1010,700000,38,5636018,4508814,VND
2021-09-14,1006,100000,46,6863154,5490523,VND
2021-08-11,1005,550000,53,8342170,6673736,VND
2021-08-10,1007,100000,32,4879068,3903254,VND
2021-02-12,1004,550000,51,8138487,6510789,VND
2021-06-28,1003,550000,42,6251940,5001552,VND
2021-06-25,1008,550000,43,6911780,5529424,VND
2021-01-02,1006,100000,39,6274941,5019952,VND
2021-06-11,1003,100000,32,4769869,3815895,VND
2021-06-27,1010,550000,44,6729471,5383576,VND
2021-09-14,1007,550000,40,5918361,4734688,VND
2021-12-19,1008,550000,34,5449524,4359619,VND
2021-09-06,1010,700000,28,4091386,3273108,VND
2021-05-10,1003,700000,36,5628924,4503139,VND
2021-06-15,1004,700000,28,4189024,3351219,VND
2021-07-13,1008,550000,46,6845122,5476097,VND
2021-10-07,1007,550000,34,5434107,4347285,VND
2021-06-08,1007,100000,51,7606431,6085144,VND
2021-11-27,1006,550000,31,4800556,3840444,VND
2021-07-10,1004,550000,46,7346706,5877364,VND
2021-08-24,1010,100000,45,7099813,5679850,VND
2021-09-28,1003,100000,34,5320729,4256583,VND
2021-11-15,1009,700000,44,6697770,5358216,VND
2021-01-15,1007,700000,34,5208697,4166957,VND
2021-08-26,1010,100000,45,6899444,5519555,VND
2021-06-11,1004,700000,37,5507328,4405862,VND
2021-12-10,1007,100000,38,6118077,4894461,VND
2021-01-01,1010,700000,31,4871101,3896880,VND
2021-05-22,1008,700000,34,5081830,4065464,VND
2021-06-04,1004,550000,27,3988172,3190537,VND
2021-06-16,1001,550000,44,6516898,5213518,VND
2021-06-17,1003,100000,31,4860376,3888300,VND
2021-11-23,1010,700000,44,7003391,5602712,VND
2021-05-08,1002,100000,32,4851423,3881138,VND
2021-05-04,1010,100000,49,7344256,5875404,VND
2021-06-17,1005,100000,32,5125203,4100162,VND
2021-02-14,1010,550000,26,4047757,3238205,VND
2021-06-27,1003,700000,37,5890421,4712336,VND
2021-04-08,1006,550000,33,4951652,3961321,VND
2021-11-28,1004,100000,33,4973792,3979033,VND
2021-01-09,1008,100000,47,7552248,6041798,VND
2021-11-19,1002,550000,50,7787185,6229748,VND
2021-12-08,1007,700000,35,5538755,4431004,VND
2021-10-01,1002,550000,44,7023146,5618516,VND
2021-04-09,1010,550000,34,5110008,4088006,VND
2021-05-23,1009,700000,28,4249542,3399633,VND
2021-04-25,1006,100000,29,4473649,3578919,VND
2021-12-01,1002,100000,31,4830837,3864669,VND
2021-11-25,1001,700000,43,6510721,5208576,VND
2021-07-27,1003,700000,34,5484697,4387757,VND
2021-08-23,1004,700000,31,4753692,3802953,VND
2021-07-20,1004,550000,36,5479016,4383212,VND
2021-03-10,1008,700000,44,6432247,5145797,VND
2021-11-26,1005,100000,41,6415744,5132595,VND
2021-05-26,1009,100000,40,6019895,4815916,VND
2021-05-23,1002,100000,34,5202677,4162141,VND
2021-02-23,1003,100000,29,4383945,3507156,VND
2021-07-12,1001,700000,33,4838384,3870707,VND
2021-06-23,1002,100000,35,5265448,4212358,VND
2021-03-05,1010,550000,31,4666387,3733109,VND
2021-02-17,1005,700000,32,4948339,3958671,VND
2021-03-06,1010,550000,42,6497060,5197648,VND
2021-07-26,1002,100000,34,5432083,4345666,VND
2021-11-12,1009,700000,46,6895750,5516600,VND
2021-06-26,1005,100000,38,5882218,4705774,VND
2021-01-15,1002,100000,42,6418400,5134720,VND
2021-09-28,1007,550000,34,5005459,4004367,VND
2021-06-28,1009,100000,36,5671757,4537405,VND
2021-06-11,1009,100000,39,5972720,4778176,VND
2021-06-09,1005,550000,35,5547668,4438134,VND
2021-03-15,1005,100000,33,4971854,3977483,VND
2021-11-28,1003,700000,46,7315149,5852119,VND
2021-10-22,1002,700000,41,6347457,5077965,VND
2021-10-14,1007,700000,32,4764303,3811442,VND
2021-01-08,1002,100000,39,5710498,4568398,VND
2021-07-03,1009,550000,35,5186345,4149076,VND
2021-11-14,1006,550000,37,5753512,4602809,VND
2021-09-02,1009,550000,45,6593388,5274710,VND
2021-06-13,1004,700000,35,5148705,4118964,VND
2021-09-23,1008,100000,44,6576306,5261044,VND
2021-08-19,1003,100000,36,5280998,4224798,VND
2021-02-01,1003,550000,34,5434774,4347819,VND
2021-04-05,1007,550000,45,6991840,5593472,VND
2021-10-16,1009,700000,37,5867107,4693685,VND
2021-12-28,1008,100000,33,4993457,3994765,VND
2021-08-13,1004,550000,45,7009086,5607268,VND
2021-09-08,1007,100000,38,5680325,4544260,VND
2021-02-26,1001,100000,28,4155571,3324456,VND
2021-08-27,1010,100000,45,7121746,5697396,VND
2021-12-24,1001,100000,40,6298653,5038922,VND
2021-12-06,1007,100000,39,6236113,4988890,VND
2021-05-26,1001,100000,44,6798598,5438878,VND
2021-11-04,1003,550000,34,5112580,4090064,VND
2021-01-07,1004,100000,38,5758168,4606534,VND
2021-08-01,1003,700000,47,7445769,5956615,VND
2021-09-21,1004,100000,32,4751414,3801131,VND
2021-08-24,1002,700000,40,6081141,4864912,VND
2021-09-15,1003,100000,39,6244262,4995409,VND
2021-12-25,1004,700000,40,5884151,4707320,VND
2021-04-06,1005,550000,29,4464921,3571936,VND
2021-09-02,1003,550000,45,6679134,5343307,VND
2021-06-11,1003,100000,24,3845777,3076621,VND
2021-05-21,1009,100000,49,7708401,6166720,VND
2021-10-08,1001,700000,35,5553013,4442410,VND
2021-04-16,1001,700000,32,5106220,4084976,VND
2021-10-14,1001,700000,42,6508079,5206463,VND
2021-10-05,1010,550000,38,5805462,4644369,VND
2021-07-05,1009,550000,32,5020985,4016788,VND
2021-03-05,1003,100000,38,5893266,4714612,VND
2021-07-17,1006,700000,48,7076700,5661360,VND
2021-12-24,1004,100000,40,6235210,4988168,VND
2021-08-08,1002,100000,36,5633697,4506957,VND
2021-11-23,1001,100000,38,5708077,4566461,VND
2021-01-06,1006,700000,35,5618995,4495196,VND
2021-07-26,1007,700000,28,4492425,3593940,VND
2021-11-28,1010,700000,37,5910165,4728132,VND
2021-05-21,1003,100000,35,5205995,4164796,VND
2021-09-05,1007,550000,43,6716613,5373290,VND
2021-01-20,1003,550000,39,5833971,4667176,VND
2021-09-10,1005,100000,35,5557273,4445818,VND
2021-02-13,1007,550000,43,6879046,5503236,VND
2021-03-03,1006,550000,33,4889686,3911748,VND
2021-11-24,1001,550000,37,5714841,4571872,VND
2021-04-16,1004,550000,27,4042210,3233768,VND
2021-07-20,1004,700000,29,4288390,3430712,VND
2021-06-14,1010,700000,45,6720834,5376667,VND
2021-11-16,1001,550000,35,5605880,4484704,VND
2021-04-15,1008,100000,25,3875406,3100324,VND
2021-07-16,1009,700000,48,7274719,5819775,VND
2021-07-10,1005,700000,39,5730288,4584230,VND
2021-08-01,1002,550000,39,5877326,4701860,VND
2021-03-02,1009,550000,44,6766591,5413272,VND
2021-01-25,1010,700000,43,6666134,5332907,VND
2021-11-02,1009,550000,42,6640779,5312623,VND
2021-11-24,1004,100000,41,6215149,4972119,VND
2021-05-18,1002,700000,39,6165060,4932048,VND
2021-08-12,1009,100000,30,4387601,3510080,VND
2021-04-02,1006,700000,31,4741761,3793408,VND
2021-08-09,1003,550000,48,7494292,5995433,VND
2021-01-21,1003,700000,51,7871163,6296930,VND
2021-11-02,1005,550000,35,5592932,4474345,VND
2021-01-21,1007,100000,35,5528020,4422416,VND
2021-05-28,1008,100000,36,5533962,4427169,VND
2021-09-01,1001,100000,40,6268558,5014846,VND
2021-10-05,1008,550000,33,5293862,4235089,VND
2021-11-24,1002,100000,40,6108303,4886642,VND
2021-03-13,1005,700000,27,4235041,3388032,VND
2021-04-18,1008,700000,39,6016762,4813409,VND
2021-06-05,1007,100000,41,6421091,5136872,VND
2021-11-25,1007,550000,41,6402580,5122064,VND
2021-05-20,1008,550000,45,7043729,5634983,VND
2021-10-27,1001,700000,42,6764629,5411703,VND
2021-12-15,1008,100000,34,5040709,4032567,VND
2021-12-10,1008,550000,36,5336253,4269002,VND
2021-05-25,1009,550000,47,7464826,5971860,VND
2021-07-24,1008,100000,29,4533699,3626959,VND
2021-08-10,1003,700000,39,5873667,4698933,VND
2021-07-18,1010,550000,30,4562731,3650184,VND
2021-11-26,1008,100000,41,6331797,5065437,VND
2021-09-01,1010,100000,43,6754628,5403702,VND
2021-06-26,1003,100000,44,6492171,5193736,VND
2021-10-04,1003,100000,36,5538906,4431124,VND
2021-12-13,1006,100000,36,5355534,4284427,VND
2021-11-05,1002,100000,44,6589286,5271428,VND
2021-03-13,1004,700000,47,7229703,5783762,VND
2021-08-05,1009,700000,38,5912624,4730099,VND
2021-09-23,1006,100000,42,6599692,5279753,VND
2021-12-13,1001,550000,32,4896390,3917112,VND
2021-10-23,1010,700000,48,7074714,5659771,VND
2021-03-13,1007,100000,41,6020619,4816495,VND
2021-09-13,1002,700000,37,5414788,4331830,VND
2021-01-08,1001,700000,43,6830274,5464219,VND
2021-06-17,1007,100000,32,4740923,3792738,VND
2021-10-22,1001,700000,35,5512968,4410374,VND
2021-01-02,1007,550000,38,5705814,4564651,VND
2021-12-25,1002,700000,41,6497753,5198202,VND
2021-02-24,1010,550000,30,4652053,3721642,VND
2021-07-22,1008,100000,32,5064282,4051425,VND
2021-10-10,1005,100000,47,7147507,5718005,VND
2021-10-07,1008,550000,40,6002323,4801858,VND
2021-04-11,1008,100000,40,6068256,4854604,VND
2021-02-01,1005,550000,47,7002022,5601617,VND
2021-06-06,1006,550000,33,5033108,4026486,VND
2021-01-01,1007,550000,40,5913387,4730709,VND
2021-11-14,1007,550000,41,6564324,5251459,VND
2021-10-12,1007,700000,40,5946306,4757044,VND
2021-09-22,1004,550000,42,6428813,5143050,VND
2021-09-21,1001,100000,37,5833319,4666655,VND
2021-04-02,1003,550000,26,3903039,3122431,VND
2021-04-26,1003,700000,39,6012640,4810112,VND
2021-10-26,1009,550000,30,4727704,3782163,VND
2021-01-18,1002,700000,40,6229908,4983926,VND
2021-05-08,1004,700000,42,6704820,5363856,VND
2021-01-27,1005,100000,27,4348490,3478792,VND
2021-06-13,1001,550000,24,3563000,2850400,VND
2021-02-24,1005,550000,33,5238463,4190770,VND
2021-06-02,1007,700000,26,3875365,3100292,VND
2021-09-03,1001,550000,55,8778656,7022924,VND
2021-10-10,1009,550000,33,5243947,4195157,VND
2021-06-17,1003,100000,46,7390481,5912384,VND
2021-06-06,1002,700000,29,4299849,3439879,VND
2021-05-13,1001,100000,26,3869044,3095235,VND
2021-07-05,1008,550000,34,5074403,4059522,VND
2021-10-28,1008,550000,46,7215683,5772546,VND
2021-01-05,1005,100000,49,7637868,6110294,VND
2021-04-19,1009,700000,35,5378242,4302593,VND
2021-05-19,1010,700000,33,5226904,4181523,VND
2021-01-22,1010,100000,34,5484950,4387960,VND
2021-10-19,1004,700000,53,8339011,6671208,VND
2021-07-07,1003,100000,28,4434585,3547668,VND
2021-12-28,1010,550000,39,6204694,4963755,VND
2021-08-19,1009,700000,24,3710797,2968637,VND
2021-11-03,1010,700000,52,8059753,6447802,VND
2021-01-15,1002,700000,42,6772583,5418066,VND
2021-12-12,1006,700000,39,5924863,4739890,VND
2021-02-23,1006,550000,38,5876452,4701161,VND
2021-11-23,1009,700000,26,3979465,3183572,VND
2021-03-05,1006,550000,38,6016524,4813219,VND
2021-11-28,1007,100000,42,6319426,5055540,VND
2021-08-26,1005,100000,33,5184392,4147513,VND
2021-03-04,1003,550000,37,5963710,4770968,VND
2021-10-09,1002,100000,32,4894947,3915957,VND
2021-03-27,1009,100000,27,4334775,3467820,VND
2021-10-16,1007,100000,45,7130805,5704644,VND
2021-08-24,1007,100000,37,5714766,4571812,VND
2021-04-24,1008,100000,38,5890664,4712531,VND
2021-01-22,1008,100000,35,5236571,4189256,VND
2021-02-27,1006,700000,30,4632695,3706156,VND
2021-09-17,1001,700000,36,5474592,4379673,VND
2021-09-06,1001,100000,41,6080168,4864134,VND
2021-05-04,1009,100000,33,4915163,3932130,VND
2021-12-04,1005,550000,35,5386193,4308954,VND
2021-10-12,1005,550000,55,8314807,6651845,VND
2021-08-23,1010,100000,26,3897972,3118377,VND
2021-10-07,1010,100000,36,5535153,4428122,VND
2021-07-23,1001,700000,47,7536121,6028896,VND
2021-03-08,1007,550000,32,5026430,4021144,VND
2021-04-10,1010,100000,39,5865449,4692359,VND
2021-12-28,1010,100000,45,6623750,5299000,VND
2021-01-10,1007,100000,45,6745723,5396578,VND
2021-09-20,1008,550000,30,4834952,3867961,VND
2021-05-26,1004,550000,40,6255768,5004614,VND
2021-01-20,1008,100000,33,5288745,4230996,VND
2021-11-08,1002,100000,39,6140720,4912576,VND
2021-10-22,1002,550000,41,6236233,4988986,VND
2021-06-12,1004,100000,26,4161457,3329165,VND
2021-10-21,1002,550000,42,6659013,5327210,VND
2021-12-15,1002,550000,45,6992099,5593679,VND
2021-09-17,1007,550000,38,5754237,4603389,VND
2021-05-28,1010,550000,33,5287093,4229674,VND
2021-08-03,1004,550000,31,4897790,3918232,VND
2021-08-27,1007,550000,47,7048737,5638989,VND
2021-10-08,1004,100000,26,3854457,3083565,VND
2021-07-11,1005,100000,34,5075461,4060368,VND
2021-01-23,1006,550000,31,4703119,3762495,VND
2021-11-17,1010,550000,46,6720870,5376696,VND
2021-01-22,1007,550000,28,4142457,3313965,VND
2021-10-10,1001,100000,22,3336507,2669205,VND
2021-04-25,1004,100000,43,6337505,5070004,VND
2021-12-05,1008,550000,34,5156711,4125368,VND
2021-03-23,1010,100000,43,6586843,5269474,VND
2021-01-24,1001,700000,41,6022572,4818057,VND
2021-12-26,1001,700000,38,6040633,4832506,VND
2021-07-13,1003,700000,25,3963638,3170910,VND
2021-12-21,1007,100000,32,5136927,4109541,VND
2021-11-05,1006,100000,24,3644875,2915900,VND
2021-12-16,1006,700000,31,4996067,3996853,VND
2021-08-28,1004,100000,40,6166972,4933577,VND
2021-09-09,1004,100000,36,5367013,4293610,VND
2021-09-03,1009,700000,33,5171192,4136953,VND
2021-07-26,1001,550000,41,6005984,4804787,VND
2021-10-25,1003,100000,31,4844296,3875436,VND
2021-05-02,1010,550000,38,5618186,4494548,VND
2021-09-18,1007,100000,29,4279506,3423604,VND
2021-01-22,1004,550000,42,6399649,5119719,VND
2021-09-13,1009,550000,22,3457208,2765766,VND
2021-05-18,1003,550000,37,5703568,4562854,VND
2021-05-14,1007,100000,22,3457965,2766372,VND
2021-09-22,1005,100000,35,5127167,4101733,VND
2021-08-03,1006,550000,36,5353594,4282875,VND
2021-01-05,1005,550000,41,6159325,4927460,VND
2021-03-27,1001,100000,40,5992121,4793696,VND
2021-02-15,1006,700000,38,5796138,4636910,VND
2021-04-08,1004,100000,31,4997683,3998146,VND
2021-08-23,1005,700000,29,4610229,3688183,VND
2021-12-06,1004,700000,38,5643419,4514735,VND
2021-08-28,1002,700000,43,6669417,5335533,VND
2021-11-08,1009,100000,29,4670998,3736798,VND
2021-07-27,1002,700000,42,6395829,5116663,VND
2021-09-23,1009,700000,25,3867461,3093968,VND
2021-12-07,1001,550000,35,5573013,4458410,VND
2021-01-10,1009,700000,33,4857498,3885998,VND
2021-11-15,1001,100000,42,6283902,5027121,VND
2021-03-12,1008,550000,41,6079211,4863368,VND
2021-08-08,1002,100000,49,7708436,6166748,VND
2021-05-18,1005,550000,49,7835841,6268672,VND
2021-10-09,1009,100000,38,6126057,4900845,VND
2021-03-09,1001,100000,33,4933636,3946908,VND
2021-12-07,1001,100000,36,5375892,4300713,VND
2021-03-23,1003,100000,35,5311314,4249051,VND
2021-10-07,1004,550000,30,4539907,3631925,VND
2021-11-20,1001,550000,43,6701018,5360814,VND
2021-12-11,1001,700000,36,5649323,4519458,VND
2021-10-21,1008,100000,51,7764884,6211907,VND
2021-08-23,1004,100000,37,5491162,4392929,VND
2021-07-04,1005,100000,38,6065005,4852004,VND
2021-03-15,1005,550000,41,6440978,5152782,VND
2021-11-19,1006,100000,51,8220525,6576420,VND
2021-08-01,1006,550000,42,6547332,5237865,VND
2021-10-06,1002,700000,35,5465710,4372568,VND
2021-08-07,1006,550000,35,5627915,4502332,VND
2021-10-06,1009,700000,25,3806968,3045574,VND
2021-03-11,1007,100000,36,5306326,4245060,VND
2021-11-22,1004,550000,35,5131753,4105402,VND
2021-09-15,1004,700000,28,4300427,3440341,VND
2021-05-08,1002,100000,32,5136980,4109584,VND
2021-12-10,1001,550000,45,6879229,5503383,VND
2021-02-17,1001,100000,40,6290973,5032778,VND
2021-09-17,1001,100000,45,7230990,5784792,VND
2021-07-28,1001,100000,31,4592526,3674020,VND
2021-03-03,1007,100000,30,4525379,3620303,VND
2021-06-25,1008,700000,37,5862033,4689626,VND
2021-01-26,1009,550000,34,5424977,4339981,VND
2021-11-06,1003,550000,34,5318898,4255118,VND
2021-10-27,1004,550000,34,5060258,4048206,VND
2021-11-17,1008,700000,44,7044724,5635779,VND
2021-08-23,1009,700000,37,5572656,4458124,VND
2021-10-02,1006,100000,38,5953102,4762481,VND
2021-11-28,1003,100000,34,5083757,4067005,VND
2021-07-11,1004,700000,36,5713956,4571164,VND
2021-08-26,1003,550000,44,6560809,5248647,VND
2021-07-09,1003,100000,41,6237566,4990052,VND
2021-10-14,1006,700000,33,4962734,3970187,VND
2021-09-05,1010,100000,31,4856145,3884916,VND
2021-07-25,1001,550000,29,4378941,3503152,VND
2021-05-17,1002,100000,37,5698697,4558957,VND
2021-11-15,1001,100000,30,4633169,3706535,VND
2021-12-21,1005,100000,44,6972867,5578293,VND
2021-06-02,1004,100000,30,4664724,3731779,VND
